ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0006493	protein O-linked glycosylation	1/4	17/4717	0.0588235294117647	69.3676470588235	8.22610671504362	0.0143427342426029	0.0767441217555814	0.0290819829810624	ostta02g04620	1
GO:0016266	O-glycan processing	1/4	17/4717	0.0588235294117647	69.3676470588235	8.22610671504362	0.0143427342426029	0.0767441217555814	0.0290819829810624	ostta02g04620	1
GO:0009250	glucan biosynthetic process	1/4	20/4717	0.05	58.9625	7.5669349520427	0.0168576995487228	0.0767441217555814	0.0290819829810624	ostta01g00030	1
GO:0009737	response to abscisic acid	1/4	21/4717	0.0476190476190476	56.1547619047619	7.3789877843085	0.017694950815873	0.0767441217555814	0.0290819829810624	ostta01g00030	1
GO:0097305	response to alcohol	1/4	22/4717	0.0454545454545455	53.6022727272727	7.20387593395353	0.0185316672121115	0.0767441217555814	0.0290819829810624	ostta01g00030	1
GO:0000271	polysaccharide biosynthetic process	1/4	30/4717	0.0333333333333333	39.3083333333333	6.13161082541559	0.0252061703606491	0.0767441217555814	0.0290819829810624	ostta01g00030	1
GO:0033993	response to lipid	1/4	33/4717	0.0303030303030303	35.7348484848485	5.83286747944259	0.0277003112201081	0.0767441217555814	0.0290819829810624	ostta01g00030	1
GO:0044042	glucan metabolic process	1/4	42/4717	0.0238095238095238	28.077380952381	5.13462423954927	0.0351540227747833	0.0767441217555814	0.0290819829810624	ostta01g00030	1
GO:0006486	protein glycosylation	1/4	48/4717	0.0208333333333333	24.5677083333333	4.78072993064718	0.0400992992573256	0.0767441217555814	0.0290819829810624	ostta02g04620	1
GO:0009101	glycoprotein biosynthetic process	1/4	48/4717	0.0208333333333333	24.5677083333333	4.78072993064718	0.0400992992573256	0.0767441217555814	0.0290819829810624	ostta02g04620	1
GO:0043413	macromolecule glycosylation	1/4	48/4717	0.0208333333333333	24.5677083333333	4.78072993064718	0.0400992992573256	0.0767441217555814	0.0290819829810624	ostta02g04620	1
GO:0009100	glycoprotein metabolic process	1/4	51/4717	0.0196078431372549	23.1225490196078	4.62717644964196	0.0425647965015357	0.0767441217555814	0.0290819829810624	ostta02g04620	1
GO:0070085	glycosylation	1/4	53/4717	0.0188679245283019	22.25	4.53195691399259	0.0442058206704508	0.0767441217555814	0.0290819829810624	ostta02g04620	1
GO:0005976	polysaccharide metabolic process	1/4	55/4717	0.0181818181818182	21.4409090909091	4.44184695659685	0.0458447344237876	0.0767441217555814	0.0290819829810624	ostta01g00030	1
GO:0009725	response to hormone	1/4	58/4717	0.0172413793103448	20.3318965517241	4.31529289307946	0.0482991519840862	0.0767441217555814	0.0290819829810624	ostta01g00030	1
GO:0009719	response to endogenous stimulus	1/4	59/4717	0.0169491525423729	19.9872881355932	4.27520927504716	0.0491162379235721	0.0767441217555814	0.0290819829810624	ostta01g00030	1
GO:0016051	carbohydrate biosynthetic process	1/4	67/4717	0.0149253731343284	17.6007462686567	3.9866371605481	0.0556339995310204	0.0818147051926771	0.0310034672309092	ostta01g00030	1
GO:0016311	dephosphorylation	1/4	84/4717	0.0119047619047619	14.0386904761905	3.51245397893243	0.0693729430659362	0.0933939162782529	0.0353913788001801	ostta08g03000	1
GO:1901700	response to oxygen-containing compound	1/4	86/4717	0.0116279069767442	13.7122093023256	3.46578042046392	0.0709793763714722	0.0933939162782529	0.0353913788001801	ostta01g00030	1
GO:0010033	response to organic substance	1/4	106/4717	0.00943396226415094	11.125	3.07127410025087	0.0869295701292541	0.108661962661568	0.0411771647980677	ostta01g00030	1
GO:1901137	carbohydrate derivative biosynthetic process	1/4	216/4717	0.00462962962962963	5.45949074074074	1.9544556034378	0.171016239326322	0.191481421955389	0.0725613809515159	ostta02g04620	1
GO:0042221	response to chemical	1/4	219/4717	0.0045662100456621	5.38470319634703	1.93562270094247	0.173224898344477	0.191481421955389	0.0725613809515159	ostta01g00030	1
GO:0005975	carbohydrate metabolic process	1/4	223/4717	0.00448430493273543	5.28811659192825	1.91104386885888	0.176162908198958	0.191481421955389	0.0725613809515159	ostta01g00030	1
GO:1901135	carbohydrate derivative metabolic process	1/4	309/4717	0.00323624595469256	3.8163430420712	1.49180539467793	0.237457429654621	0.238840883421523	0.0905081242439456	ostta02g04620	1
GO:0006508	proteolysis	1/4	311/4717	0.00321543408360129	3.79180064308682	1.48392012590149	0.238840883421523	0.238840883421523	0.0905081242439456	ostta08g03000	1
